Author,Comment,LikeCount,ReplyCount,neg,neu,pos,compound,Label
@abhibindasstech8365,dhiru  dhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhirudhiru bhai<br>bhaibhaibhaibhaibhaibhaibhaibhaibhaibhaibhaibhaibhaibhaibhaibhaibhaibhaibhaibhaibhaibhaibhaibhaibhaibhaibhaibhaibhaibhaibhaibhaibhaibhaibhaibhaibhaibhai video daal do,0,0,0.0,1.0,0.0,0.0,Neutral
@jijinuji,Astrology....ka hi rost kr do  😅 maza ayega,1,0,0.0,1.0,0.0,0.0,Neutral
@cancerlibra,Dhiru astrologer ne bola nhi ke Rajat ko roast mat krna 😂,0,0,0.0,1.0,0.0,0.0,Neutral
@MassieEnt,Abhi carry bhai ka video aaya aur dhiru bhai ka bhi itne khush  mat Diya kro yaar mai mar jaunga 😂😂❤❤,0,0,0.0,1.0,0.0,0.0,Neutral
@GopalCharan-oc1fh,Bhai RCB jit gae 😂😂😂,2,0,0.0,1.0,0.0,0.0,Neutral
@sandeshkhatiwada5004,kaha margaye dhiru bhai😂😂😂 <br>videos q nahi dalrahe ho😢,0,0,0.0,1.0,0.0,0.0,Neutral
@sonuk_01,Dhiru Bhai aap kab sudhroge 😅,0,0,0.0,1.0,0.0,0.0,Neutral
@YDHxPAL,KYA MATLAB RCB BHI JEET GYI 😂,1,0,0.0,1.0,0.0,0.0,Neutral
@suvojitghosh9610,Par Rajat Bhai aap toh ladai khatam karne aaye the 😂😂😂😅,2,0,0.0,1.0,0.0,0.0,Neutral
@punitagrawal2005,Astrotalk be like pura YouTube community kharid lunga sab mera hi promotion karenge 😂,1,0,0.0,0.828,0.172,0.3612,Positive
@fightergaming2438,dhiru bhai a gaye khatammm 😂,1,0,0.0,1.0,0.0,0.0,Neutral
@BOOSDILLAGAMER-,Dhirubhai Big Boss ki ab koi jarurat nahin hai😅,1,0,0.0,1.0,0.0,0.0,Neutral
@koyals_brother,Dhiru Bhai kuch jyada na bolge,1,0,0.0,1.0,0.0,0.0,Neutral
@mr.takkar4740,Bhai  nakul dhull pe video bano 😂,0,0,0.0,1.0,0.0,0.0,Neutral
@NITianumesh.,Dhiru Bhai apne clg v kia h kya 😅,0,0,0.457,0.543,0.0,-0.6369,Negative
@BariyaaRaj,Dhiru bhai comment kar deto me aaj se hi suru kardu pathai 🤪😆😝 <br>Kar na mat comment dhiru bhai 😆😄,1,0,0.0,1.0,0.0,0.0,Neutral
@dkmedia8445,Apna dhiru Bhai ke samne koi kuch bol sakta hai kya dhiru bhai ❤❤,0,0,0.0,1.0,0.0,0.0,Neutral
@raeestechicalrt1402,Sorry bro .. Instagram pr 8hr tak use kar deta hu,0,0,0.115,0.885,0.0,-0.0772,Neutral
@sheetalmehta5157,Dhiru Bhai ko bhi lapeto 😂😂😂😂😂😂😂😂😂😂😂😂,1,0,0.0,1.0,0.0,0.0,Neutral
@aashishm.k6434,Agli controversy meri aur dhiru ki 😑 😐 hisab reh dhiru video bana ke dikha ab 😂😂😂😂challenge,0,0,0.0,1.0,0.0,0.0,Neutral
@u_03kill70,Smart lag rahy ho Bai 😁,0,0,0.296,0.37,0.333,0.0772,Positive
@7734Jai,RCB...Jeet chuki hai..❤❤❤,1,0,0.0,1.0,0.0,0.0,Neutral
@mraroosh123,Kon kon chahta hai ki thages our dhiru monchik ma lafda ho ipl tak😂😂😂😂😂😂😂😂😂😂🖤🤍🖤🤍🖤🤍🖤🤍🖤🤍🖤,1,0,0.0,1.0,0.0,0.0,Neutral
